grid_code,min_lon,max_lon,min_lat,max_lat,intersects_manhattan,has_sensor,sensor_list,taxi_zones
1@15,-74.03853000000001,-74.03353000000001,40.727916500000006,40.73291650000001,False,False,[],{}
1@16,-74.03853000000001,-74.03353000000001,40.7329165,40.7379165,False,False,[],{}
1@17,-74.03853000000001,-74.03353000000001,40.7379165,40.74291650000001,False,False,[],{}
1@18,-74.03853000000001,-74.03353000000001,40.74291650000001,40.74791650000001,False,False,[],{}
1@19,-74.03853000000001,-74.03353000000001,40.7479165,40.752916500000005,False,False,[],{}
1@20,-74.03853000000001,-74.03353000000001,40.752916500000005,40.75791650000001,False,False,[],{}
1@21,-74.03853000000001,-74.03353000000001,40.7579165,40.7629165,False,False,[],{}
1@22,-74.03853000000001,-74.03353000000001,40.7629165,40.767916500000005,False,False,[],{}
1@23,-74.03853000000001,-74.03353000000001,40.767916500000005,40.77291650000001,False,False,[],{}
1@24,-74.03853000000001,-74.03353000000001,40.7729165,40.7779165,False,False,[],{}
1@25,-74.03853000000001,-74.03353000000001,40.7779165,40.782916500000006,False,False,[],{}
1@26,-74.03853000000001,-74.03353000000001,40.782916500000006,40.78791650000001,False,False,[],{}
1@27,-74.03853000000001,-74.03353000000001,40.7879165,40.7929165,False,False,[],{}
1@28,-74.03853000000001,-74.03353000000001,40.7929165,40.79791650000001,False,False,[],{}
1@29,-74.03853000000001,-74.03353000000001,40.79791650000001,40.80291650000001,False,False,[],{}
1@30,-74.03853000000001,-74.03353000000001,40.8029165,40.807916500000005,False,False,[],{}
1@31,-74.03853000000001,-74.03353000000001,40.807916500000005,40.81291650000001,False,False,[],{}
1@32,-74.03853000000001,-74.03353000000001,40.8129165,40.8179165,False,False,[],{}
1@33,-74.03853000000001,-74.03353000000001,40.8179165,40.822916500000005,False,False,[],{}
1@34,-74.03853000000001,-74.03353000000001,40.822916500000005,40.82791650000001,False,False,[],{}
1@35,-74.03853000000001,-74.03353000000001,40.8279165,40.8329165,False,False,[],{}
1@36,-74.03853000000001,-74.03353000000001,40.8329165,40.837916500000006,False,False,[],{}
1@37,-74.03853000000001,-74.03353000000001,40.837916500000006,40.84291650000001,False,False,[],{}
1@38,-74.03853000000001,-74.03353000000001,40.8429165,40.8479165,False,False,[],{}
1@39,-74.03853000000001,-74.03353000000001,40.8479165,40.852916500000006,False,False,[],{}
1@40,-74.03853000000001,-74.03353000000001,40.852916500000006,40.85791650000001,False,False,[],{}
1@41,-74.03853000000001,-74.03353000000001,40.8579165,40.8629165,False,False,[],{}
1@42,-74.03853000000001,-74.03353000000001,40.8629165,40.86791650000001,False,False,[],{}
