timestamp,temperature_f,dew_point_f,humidity_%,wind,wind_speed_mph,wind_gust_mph,pressure_in,precip_in,weather_condition,datetime
1676508660,56,50,80,S,3,0,29.79,0.0,Cloudy,2023-02-16 00:51:00
1676512260,61,39,44,SW,16,24,29.91,0.0,Partly Cloudy,2023-02-16 01:51:00
1676515860,61,39,44,WSW,16,23,29.93,0.0,Mostly Cloudy,2023-02-16 02:51:00
1676519460,60,38,44,WSW,15,0,29.93,0.0,Mostly Cloudy,2023-02-16 03:51:00
1676523060,60,38,44,SW,13,0,29.94,0.0,Mostly Cloudy,2023-02-16 04:51:00
1676526660,60,38,44,WSW,12,21,29.95,0.0,Mostly Cloudy,2023-02-16 05:51:00
1676530260,59,38,46,WSW,6,0,29.98,0.0,Mostly Cloudy,2023-02-16 06:51:00
1676533860,57,39,51,SSW,9,0,29.98,0.0,Mostly Cloudy,2023-02-16 07:51:00
1676537460,58,39,49,CALM,0,0,29.99,0.0,Mostly Cloudy,2023-02-16 08:51:00
1676541060,63,38,40,CALM,0,0,29.99,0.0,Mostly Cloudy,2023-02-16 09:51:00
1676544660,60,38,44,NW,7,0,30.0,0.0,Mostly Cloudy,2023-02-16 10:51:00
1676548260,64,37,37,SW,3,0,30.0,0.0,Mostly Cloudy,2023-02-16 11:51:00
1676551860,66,38,36,CALM,0,0,29.99,0.0,Cloudy,2023-02-16 12:51:00
1676555460,68,38,33,VAR,3,0,29.95,0.0,Fair,2023-02-16 13:51:00
1676559060,67,39,36,SSE,6,0,29.92,0.0,Cloudy,2023-02-16 14:51:00
1676562660,65,42,43,S,6,0,29.92,0.0,Light Rain,2023-02-16 15:51:00
1676566260,62,46,56,S,12,0,29.96,0.0,Light Rain,2023-02-16 16:51:00
1676569860,56,47,72,SSW,7,0,29.92,0.0,Light Rain,2023-02-16 17:51:00
1676573460,57,47,69,VAR,5,0,29.89,0.0,Cloudy,2023-02-16 18:51:00
1676577060,57,47,69,S,7,0,29.89,0.0,Cloudy,2023-02-16 19:51:00
1676580660,56,47,72,S,9,0,29.88,0.0,Cloudy,2023-02-16 20:51:00
1676583360,55,47,74,S,7,0,29.87,0.0,Cloudy,2023-02-16 21:36:00
1676584260,55,48,77,S,7,0,29.86,0.0,Cloudy,2023-02-16 21:51:00
1676587860,57,49,74,SSW,8,0,29.85,0.0,Mostly Cloudy,2023-02-16 22:51:00
1676589060,57,50,77,S,7,0,29.83,0.0,Mostly Cloudy,2023-02-16 23:11:00
1676591460,57,50,77,S,6,0,29.82,0.0,Cloudy,2023-02-16 23:51:00
1676595060,33,17,52,NNW,28,37,30.01,0.0,Mostly Cloudy / Windy,2023-02-17 00:51:00
1676598660,57,51,81,S,8,0,29.75,0.0,Cloudy,2023-02-17 01:51:00
1676602260,56,50,80,CALM,0,0,29.73,0.0,Cloudy,2023-02-17 02:51:00
1676605860,54,49,83,SSE,9,0,29.68,0.0,Cloudy,2023-02-17 03:51:00
1676609460,52,48,86,SSE,6,0,29.65,0.0,Cloudy,2023-02-17 04:51:00
1676613060,53,49,86,S,8,0,29.63,0.0,Cloudy,2023-02-17 05:51:00
1676616660,52,48,86,SSE,7,0,29.63,0.0,Cloudy,2023-02-17 06:51:00
1676620260,53,49,86,SSW,7,0,29.65,0.0,Cloudy,2023-02-17 07:51:00
1676621940,55,50,83,VAR,6,0,29.63,0.0,Cloudy,2023-02-17 08:19:00
1676623860,58,52,81,WSW,13,18,29.61,0.0,Light Rain,2023-02-17 08:51:00
1676627460,59,53,81,WSW,14,0,29.6,0.0,Light Rain,2023-02-17 09:51:00
1676631060,59,54,83,SSW,16,25,29.56,0.1,Light Rain,2023-02-17 10:51:00
1676634660,59,55,87,S,17,25,29.47,0.0,Cloudy,2023-02-17 11:51:00
1676636760,60,55,83,SW,9,21,29.52,0.0,Cloudy,2023-02-17 12:26:00
1676638260,60,54,80,SW,9,0,29.52,0.0,Cloudy,2023-02-17 12:51:00
1676639700,60,55,83,SW,12,18,29.5,0.0,Cloudy,2023-02-17 13:15:00
1676641620,61,55,82,SW,9,0,29.48,0.0,Light Rain,2023-02-17 13:47:00
1676641860,61,55,81,SW,12,0,29.48,0.0,Cloudy,2023-02-17 13:51:00
1676643300,61,56,83,SW,14,22,29.47,0.0,Light Rain,2023-02-17 14:15:00
1676643600,60,55,83,WNW,28,43,29.51,0.0,Rain / Windy,2023-02-17 14:20:00
1676643900,50,45,83,NW,24,43,29.51,0.0,Heavy Rain / Windy,2023-02-17 14:25:00
1676644740,49,44,83,NW,21,32,29.52,0.1,Light Rain / Windy,2023-02-17 14:39:00
1676645340,50,43,76,NW,21,30,29.51,0.1,Light Rain / Windy,2023-02-17 14:49:00
1676645460,51,43,74,NW,21,29,29.52,0.1,Light Rain / Windy,2023-02-17 14:51:00
1676649060,51,40,66,NNW,18,30,29.54,0.0,Cloudy,2023-02-17 15:51:00
1676649900,50,40,68,NNW,20,0,29.55,0.0,Cloudy,2023-02-17 16:05:00
1676652660,46,31,56,NW,24,31,29.59,0.0,Cloudy / Windy,2023-02-17 16:51:00
1676655660,44,30,58,NW,24,29,29.64,0.0,Wintry Mix / Windy,2023-02-17 17:41:00
1676656260,43,30,60,NW,23,0,29.64,0.0,Wintry Mix / Windy,2023-02-17 17:51:00
1676656560,43,30,60,NW,22,0,29.63,0.0,Light Rain / Windy,2023-02-17 17:56:00
1676657580,42,29,60,NW,24,31,29.65,0.0,Wintry Mix / Windy,2023-02-17 18:13:00
1676659080,42,28,58,NW,28,38,29.68,0.0,Light Rain / Windy,2023-02-17 18:38:00
1676659860,41,27,57,WNW,20,35,29.71,0.0,Cloudy,2023-02-17 18:51:00
1676663460,39,25,57,NNW,24,36,29.74,0.0,Mostly Cloudy / Windy,2023-02-17 19:51:00
1676667060,37,23,57,WNW,22,31,29.8,0.0,Mostly Cloudy / Windy,2023-02-17 20:51:00
1676670660,35,20,54,NNW,25,40,29.86,0.0,Mostly Cloudy / Windy,2023-02-17 21:51:00
1676674260,34,20,56,NW,22,31,29.92,0.0,Mostly Cloudy / Windy,2023-02-17 22:51:00
1676677860,33,18,54,NNW,23,31,29.96,0.0,Partly Cloudy / Windy,2023-02-17 23:51:00
1676681460,39,17,41,SW,9,0,30.34,0.0,Fair,2023-02-18 00:51:00
1676685060,32,15,50,NNW,22,29,30.05,0.0,Mostly Cloudy / Windy,2023-02-18 01:51:00
1676688660,32,15,50,NW,16,32,30.08,0.0,Mostly Cloudy,2023-02-18 02:51:00
1676692260,31,15,52,NNW,17,0,30.11,0.0,Mostly Cloudy,2023-02-18 03:51:00
1676695860,32,16,52,NW,21,29,30.14,0.0,Mostly Cloudy / Windy,2023-02-18 04:51:00
1676699460,31,16,54,WNW,18,0,30.18,0.0,Mostly Cloudy,2023-02-18 05:51:00
1676703060,30,14,51,WNW,20,24,30.22,0.0,Mostly Cloudy,2023-02-18 06:51:00
1676706660,29,13,51,NW,18,0,30.25,0.0,Fair,2023-02-18 07:51:00
1676710260,29,13,51,WNW,14,0,30.29,0.0,Fair,2023-02-18 08:51:00
1676713860,29,11,47,NW,16,0,30.31,0.0,Fair,2023-02-18 09:51:00
1676717460,31,11,43,WNW,17,21,30.33,0.0,Fair,2023-02-18 10:51:00
1676721060,33,11,40,WNW,9,20,30.33,0.0,Fair,2023-02-18 11:51:00
1676724660,35,11,37,WSW,12,0,30.32,0.0,Fair,2023-02-18 12:51:00
1676728260,38,10,32,VAR,6,0,30.3,0.0,Fair,2023-02-18 13:51:00
1676731860,40,7,26,W,9,0,30.27,0.0,Fair,2023-02-18 14:51:00
1676735460,42,7,24,W,7,0,30.26,0.0,Fair,2023-02-18 15:51:00
1676739060,43,10,26,SW,9,0,30.25,0.0,Fair,2023-02-18 16:51:00
1676742660,43,11,27,W,12,0,30.26,0.0,Fair,2023-02-18 17:51:00
1676746260,42,10,27,SW,14,0,30.27,0.0,Partly Cloudy,2023-02-18 18:51:00
1676749860,41,12,31,SW,14,0,30.31,0.0,Partly Cloudy,2023-02-18 19:51:00
1676753460,41,14,33,SW,13,22,30.32,0.0,Fair,2023-02-18 20:51:00
1676757060,41,14,33,SW,15,0,30.34,0.0,Fair,2023-02-18 21:51:00
1676760660,40,15,36,SW,10,0,30.36,0.0,Partly Cloudy,2023-02-18 22:51:00
1676764260,39,16,39,SSW,10,0,30.35,0.0,Fair,2023-02-18 23:51:00
1676767860,44,37,76,CALM,0,0,29.93,0.0,Partly Cloudy,2023-02-19 00:51:00
1676771460,39,17,41,WSW,9,0,30.34,0.0,Fair,2023-02-19 01:51:00
1676775060,39,18,43,SW,6,0,30.34,0.0,Partly Cloudy,2023-02-19 02:51:00
1676778660,39,18,43,SW,5,0,30.34,0.0,Mostly Cloudy,2023-02-19 03:51:00
1676782260,38,18,44,CALM,0,0,30.35,0.0,Mostly Cloudy,2023-02-19 04:51:00
1676785860,38,19,47,SSW,8,0,30.35,0.0,Mostly Cloudy,2023-02-19 05:51:00
1676789460,38,20,48,SSW,3,0,30.35,0.0,Mostly Cloudy,2023-02-19 06:51:00
1676793060,38,20,48,SSW,6,0,30.35,0.0,Mostly Cloudy,2023-02-19 07:51:00
1676796660,38,21,51,S,5,0,30.34,0.0,Mostly Cloudy,2023-02-19 08:51:00
1676800260,40,21,47,S,7,0,30.35,0.0,Mostly Cloudy,2023-02-19 09:51:00
1676803860,43,23,45,S,7,0,30.34,0.0,Mostly Cloudy,2023-02-19 10:51:00
1676807460,44,26,49,SSW,7,0,30.33,0.0,Mostly Cloudy,2023-02-19 11:51:00
1676811060,45,25,46,S,12,0,30.3,0.0,Mostly Cloudy,2023-02-19 12:51:00
1676814660,46,29,51,SSE,13,0,30.23,0.0,Mostly Cloudy,2023-02-19 13:51:00
1676818260,48,30,50,S,15,23,30.19,0.0,Mostly Cloudy,2023-02-19 14:51:00
1676821860,48,30,50,SSE,24,31,30.14,0.0,Mostly Cloudy / Windy,2023-02-19 15:51:00
1676825460,46,29,51,S,23,35,30.1,0.0,Fair / Windy,2023-02-19 16:51:00
1676829060,46,33,61,S,21,32,30.06,0.0,Mostly Cloudy / Windy,2023-02-19 17:51:00
1676832660,45,34,65,S,17,25,30.05,0.0,Mostly Cloudy,2023-02-19 18:51:00
1676836260,45,36,71,S,16,0,30.03,0.0,Mostly Cloudy,2023-02-19 19:51:00
1676839860,45,37,74,S,15,0,30.02,0.0,Mostly Cloudy,2023-02-19 20:51:00
1676843460,45,37,74,S,6,0,30.0,0.0,Mostly Cloudy,2023-02-19 21:51:00
1676847060,45,37,74,S,6,0,29.98,0.0,Mostly Cloudy,2023-02-19 22:51:00
1676850660,45,37,74,S,3,0,29.95,0.0,Partly Cloudy,2023-02-19 23:51:00
1676854260,48,31,52,ENE,8,0,29.62,0.0,Mostly Cloudy,2023-02-20 00:51:00
1676857860,42,37,82,E,5,0,29.9,0.0,Partly Cloudy,2023-02-20 01:51:00
1676861460,49,42,77,SW,8,0,29.88,0.0,Partly Cloudy,2023-02-20 02:51:00
1676865060,48,42,80,WSW,6,0,29.84,0.0,Mostly Cloudy,2023-02-20 03:51:00
1676867640,48,42,80,SW,12,0,29.83,0.0,Mostly Cloudy,2023-02-20 04:34:00
1676868660,48,41,77,SW,10,0,29.82,0.0,Mostly Cloudy,2023-02-20 04:51:00
1676869380,48,41,77,SW,9,0,29.82,0.0,Partly Cloudy,2023-02-20 05:03:00
1676872260,47,40,77,SW,7,0,29.8,0.0,Mostly Cloudy,2023-02-20 05:51:00
1676875860,47,41,80,SSW,6,0,29.76,0.0,Cloudy,2023-02-20 06:51:00
1676879460,47,41,80,SSW,10,0,29.75,0.0,Cloudy,2023-02-20 07:51:00
1676883060,48,42,80,SW,7,0,29.74,0.0,Cloudy,2023-02-20 08:51:00
1676886660,49,43,80,SW,8,0,29.72,0.0,Cloudy,2023-02-20 09:51:00
1676890260,50,43,77,SSW,8,0,29.71,0.0,Cloudy,2023-02-20 10:51:00
1676893860,51,42,71,VAR,5,0,29.7,0.0,Cloudy,2023-02-20 11:51:00
1676897460,51,39,63,W,13,0,29.68,0.0,Cloudy,2023-02-20 12:51:00
1676901060,54,38,55,WSW,10,0,29.63,0.0,Mostly Cloudy,2023-02-20 13:51:00
1676904660,59,35,41,WSW,12,20,29.61,0.0,Fair,2023-02-20 14:51:00
1676908260,61,29,30,WNW,20,24,29.61,0.0,Partly Cloudy,2023-02-20 15:51:00
1676911860,61,27,27,W,14,22,29.61,0.0,Partly Cloudy,2023-02-20 16:51:00
1676915460,60,28,30,W,9,0,29.6,0.0,Mostly Cloudy,2023-02-20 17:51:00
1676919060,59,27,29,WSW,12,0,29.61,0.0,Mostly Cloudy,2023-02-20 18:51:00
1676922660,58,28,32,WSW,9,0,29.62,0.0,Mostly Cloudy,2023-02-20 19:51:00
1676926260,58,28,32,WSW,10,0,29.62,0.0,Mostly Cloudy,2023-02-20 20:51:00
1676929860,54,30,40,NW,5,0,29.63,0.0,Mostly Cloudy,2023-02-20 21:51:00
1676933460,54,30,40,NNW,7,0,29.63,0.0,Mostly Cloudy,2023-02-20 22:51:00
1676937060,52,29,41,N,7,0,29.62,0.0,Cloudy,2023-02-20 23:51:00
1676940660,43,28,56,NW,13,0,29.89,0.0,Fair,2023-02-21 00:51:00
1676944260,46,31,56,NE,7,0,29.6,0.0,Mostly Cloudy,2023-02-21 01:51:00
1676947860,45,31,58,NE,7,0,29.61,0.0,Cloudy,2023-02-21 02:51:00
1676951460,43,30,60,NNE,8,0,29.62,0.0,Light Rain,2023-02-21 03:51:00
1676955060,40,32,73,N,12,0,29.63,0.0,Light Rain,2023-02-21 04:51:00
1676958660,38,32,79,NNE,12,0,29.62,0.1,Rain,2023-02-21 05:51:00
1676962260,37,32,82,ENE,13,0,29.61,0.0,Light Rain,2023-02-21 06:51:00
1676963520,38,32,79,ENE,14,0,29.61,0.0,Rain,2023-02-21 07:12:00
1676965680,37,32,81,NE,14,0,29.62,0.0,Light Rain,2023-02-21 07:48:00
1676965860,37,32,82,NE,16,0,29.61,0.0,Light Rain,2023-02-21 07:51:00
1676969220,37,34,87,NE,15,0,29.62,0.0,Cloudy,2023-02-21 08:47:00
1676969460,39,33,79,NE,15,0,29.62,0.0,Cloudy,2023-02-21 08:51:00
1676973060,38,33,83,NE,12,0,29.63,0.0,Cloudy,2023-02-21 09:51:00
1676976660,38,33,83,NE,7,17,29.63,0.0,Cloudy,2023-02-21 10:51:00
1676980260,38,33,83,NE,7,0,29.63,0.0,Cloudy,2023-02-21 11:51:00
1676983860,40,34,79,E,6,0,29.61,0.0,Cloudy,2023-02-21 12:51:00
1676987460,40,35,83,ENE,6,0,29.59,0.0,Cloudy,2023-02-21 13:51:00
1676991060,41,34,76,NE,7,0,29.57,0.0,Cloudy,2023-02-21 14:51:00
1676992440,41,35,79,NE,6,0,29.57,0.0,Cloudy,2023-02-21 15:14:00
1676994660,42,35,76,NE,6,0,29.58,0.0,Cloudy,2023-02-21 15:51:00
1676998260,43,35,74,CALM,0,0,29.59,0.0,Cloudy,2023-02-21 16:51:00
1676999160,44,36,73,NNW,8,0,29.61,0.0,Light Rain with Thunder,2023-02-21 17:06:00
1677000060,44,36,73,SE,6,0,29.6,0.0,Rain,2023-02-21 17:21:00
1677001860,44,37,76,S,9,0,29.62,0.1,Mostly Cloudy,2023-02-21 17:51:00
1677004560,44,37,76,SSW,13,24,29.66,0.0,T-Storm,2023-02-21 18:36:00
1677005460,43,36,76,SSW,8,0,29.67,0.0,Light Rain with Thunder,2023-02-21 18:51:00
1677005820,43,36,76,SSW,8,0,29.67,0.0,Cloudy,2023-02-21 18:57:00
1677009060,45,36,71,WSW,12,0,29.71,0.0,Mostly Cloudy,2023-02-21 19:51:00
1677012660,45,31,58,W,12,0,29.76,0.0,Mostly Cloudy,2023-02-21 20:51:00
1677016260,45,30,56,NW,8,0,29.8,0.0,Fair,2023-02-21 21:51:00
1677019860,44,31,60,NW,8,0,29.82,0.0,Fair,2023-02-21 22:51:00
1677023460,45,31,58,WNW,12,0,29.86,0.0,Fair,2023-02-21 23:51:00
1677027060,38,33,83,ENE,13,0,29.92,0.0,Cloudy,2023-02-22 00:51:00
1677030660,42,26,53,NW,10,0,29.92,0.0,Fair,2023-02-22 01:51:00
1677034260,42,26,53,NW,7,0,29.94,0.0,Fair,2023-02-22 02:51:00
1677037860,41,22,47,WNW,10,0,29.97,0.0,Fair,2023-02-22 03:51:00
1677041460,41,22,47,NW,12,0,29.99,0.0,Fair,2023-02-22 04:51:00
1677045060,40,23,51,NW,10,0,30.02,0.0,Fair,2023-02-22 05:51:00
1677048660,39,22,50,NW,12,0,30.06,0.0,Partly Cloudy,2023-02-22 06:51:00
1677052260,39,22,50,WNW,10,0,30.08,0.0,Partly Cloudy,2023-02-22 07:51:00
1677055860,39,21,49,NW,9,0,30.11,0.0,Mostly Cloudy,2023-02-22 08:51:00
1677059460,42,20,41,N,6,0,30.1,0.0,Mostly Cloudy,2023-02-22 09:51:00
1677063060,41,18,40,NE,5,0,30.11,0.0,Mostly Cloudy,2023-02-22 10:51:00
1677066660,42,20,41,NE,6,0,30.16,0.0,Cloudy,2023-02-22 11:51:00
1677070260,43,19,38,NNW,6,0,30.15,0.0,Cloudy,2023-02-22 12:51:00
1677073860,44,21,40,NW,3,0,30.13,0.0,Cloudy,2023-02-22 13:51:00
1677076980,43,21,42,N,6,0,30.1,0.0,Wintry Mix,2023-02-22 14:43:00
1677077460,43,22,43,WNW,6,0,30.1,0.0,Wintry Mix,2023-02-22 14:51:00
1677079800,41,25,53,VAR,6,0,30.11,0.0,Wintry Mix,2023-02-22 15:30:00
1677081060,40,28,63,N,6,0,30.11,0.0,Wintry Mix,2023-02-22 15:51:00
1677084120,38,29,70,NNE,3,0,30.11,0.1,Wintry Mix,2023-02-22 16:42:00
1677084660,38,29,70,NE,7,0,30.1,0.1,Wintry Mix,2023-02-22 16:51:00
1677085620,38,30,73,NNE,8,0,30.11,0.0,Light Rain,2023-02-22 17:07:00
1677088260,38,32,79,NE,13,0,30.06,0.1,Light Rain,2023-02-22 17:51:00
1677090660,38,31,76,ENE,8,0,30.07,0.0,Light Rain,2023-02-22 18:31:00
1677091860,38,31,76,E,8,0,30.06,0.0,Cloudy,2023-02-22 18:51:00
1677094500,38,31,76,NE,13,0,30.05,0.0,Cloudy,2023-02-22 19:35:00
1677095460,38,32,79,ENE,12,0,30.03,0.0,Cloudy,2023-02-22 19:51:00
1677099060,38,31,76,ENE,14,0,30.0,0.0,Light Rain,2023-02-22 20:51:00
1677102660,39,32,76,ENE,13,0,29.99,0.0,Cloudy,2023-02-22 21:51:00
1677106080,39,32,75,ENE,10,0,30.01,0.0,Cloudy,2023-02-22 22:48:00
1677106260,39,33,79,ENE,10,0,30.01,0.0,Cloudy,2023-02-22 22:51:00
1677109860,38,32,79,E,10,0,29.96,0.0,Cloudy,2023-02-22 23:51:00
1677113460,44,40,85,SSW,7,0,29.86,0.0,Light Drizzle,2023-02-23 00:51:00
1677114540,38,33,83,ENE,14,0,29.92,0.0,Cloudy,2023-02-23 01:09:00
1677116700,37,34,87,ENE,13,0,29.91,0.0,Light Drizzle,2023-02-23 01:45:00
1677117060,38,33,83,ENE,13,0,29.91,0.0,Light Drizzle,2023-02-23 01:51:00
1677118020,38,34,86,ENE,13,0,29.89,0.0,Light Drizzle,2023-02-23 02:07:00
1677118440,38,34,86,ENE,13,0,29.87,0.0,Light Drizzle,2023-02-23 02:14:00
1677119640,38,34,86,ENE,9,0,29.85,0.0,Light Drizzle,2023-02-23 02:34:00
1677120660,38,34,86,ENE,8,0,29.87,0.0,Light Drizzle,2023-02-23 02:51:00
1677124260,38,35,89,NE,14,0,29.85,0.0,Light Rain,2023-02-23 03:51:00
1677127860,38,35,89,NE,8,0,29.82,0.0,Light Rain,2023-02-23 04:51:00
1677129000,38,35,89,ENE,8,0,29.82,0.0,Light Rain,2023-02-23 05:10:00
1677131460,39,35,86,ENE,12,0,29.8,0.0,Cloudy,2023-02-23 05:51:00
1677134460,38,35,89,NE,12,0,29.81,0.0,Cloudy,2023-02-23 06:41:00
1677135060,38,35,89,NE,9,0,29.81,0.0,Cloudy,2023-02-23 06:51:00
1677138660,38,35,89,NE,12,0,29.82,0.0,Cloudy,2023-02-23 07:51:00
1677142260,38,35,89,NE,13,0,29.87,0.0,Cloudy,2023-02-23 08:51:00
1677145740,37,34,87,NE,10,0,29.88,0.0,Fog,2023-02-23 09:49:00
1677145860,38,34,86,NE,10,0,29.87,0.0,Fog,2023-02-23 09:51:00
1677149460,38,34,86,NE,14,0,29.87,0.0,Fog,2023-02-23 10:51:00
1677153060,38,34,86,NE,9,0,29.9,0.0,Fog,2023-02-23 11:51:00
1677155340,38,34,86,NE,14,0,29.91,0.0,Cloudy,2023-02-23 12:29:00
1677156660,39,34,82,ENE,16,0,29.9,0.0,Cloudy,2023-02-23 12:51:00
1677158400,39,34,82,NE,15,0,29.91,0.0,Cloudy,2023-02-23 13:20:00
1677160260,40,35,83,NE,14,0,29.92,0.0,Cloudy,2023-02-23 13:51:00
1677163860,40,34,79,NE,12,0,29.94,0.0,Cloudy,2023-02-23 14:51:00
1677166680,40,35,83,NE,12,0,29.95,0.0,Cloudy,2023-02-23 15:38:00
1677167460,40,34,79,ENE,10,0,29.96,0.0,Cloudy,2023-02-23 15:51:00
1677171060,40,35,83,ENE,9,0,29.95,0.0,Cloudy,2023-02-23 16:51:00
1677174060,40,34,79,NE,9,0,29.97,0.0,Cloudy,2023-02-23 17:41:00
1677174660,41,35,79,ENE,8,0,29.97,0.0,Cloudy,2023-02-23 17:51:00
1677178260,41,35,79,ESE,10,0,29.95,0.0,Cloudy,2023-02-23 18:51:00
1677181860,41,35,79,SSE,9,0,29.95,0.0,Cloudy,2023-02-23 19:51:00
1677183240,41,35,79,SE,8,0,29.95,0.0,Cloudy,2023-02-23 20:14:00
1677185460,41,36,82,SE,9,0,29.97,0.0,Cloudy,2023-02-23 20:51:00
1677186900,41,36,82,SSE,10,0,29.95,0.0,Cloudy,2023-02-23 21:15:00
1677187920,41,36,82,SSE,9,0,29.94,0.0,Cloudy,2023-02-23 21:32:00
1677189060,42,37,82,SSE,13,0,29.93,0.0,Cloudy,2023-02-23 21:51:00
1677191100,42,37,82,S,10,0,29.92,0.0,Haze,2023-02-23 22:25:00
1677192660,42,38,85,S,8,0,29.91,0.0,Light Drizzle,2023-02-23 22:51:00
1677194400,42,39,89,S,13,18,29.89,0.0,Light Drizzle,2023-02-23 23:20:00
1677196260,43,39,86,S,6,0,29.88,0.0,Light Drizzle,2023-02-23 23:51:00
1677199860,27,9,47,NW,21,0,30.53,0.0,Fair / Windy,2023-02-24 00:51:00
1677203460,43,40,89,NW,7,0,29.88,0.0,Light Drizzle,2023-02-24 01:51:00
1677203940,43,40,89,NNW,6,0,29.89,0.0,Light Drizzle,2023-02-24 01:59:00
1677205260,43,40,89,NNW,6,0,29.88,0.0,Light Drizzle,2023-02-24 02:21:00
1677206640,43,40,89,NNW,9,0,29.89,0.0,Light Drizzle,2023-02-24 02:44:00
1677207060,43,40,89,N,8,0,29.9,0.0,Light Drizzle,2023-02-24 02:51:00
1677210480,43,39,87,ENE,5,0,29.88,0.0,Light Drizzle,2023-02-24 03:48:00
1677210660,42,40,92,ENE,3,0,29.89,0.0,Light Drizzle,2023-02-24 03:51:00
1677212160,42,39,89,NNE,7,0,29.89,0.0,Light Drizzle,2023-02-24 04:16:00
1677214020,43,39,87,NNE,5,0,29.91,0.0,Cloudy,2023-02-24 04:47:00
1677214260,43,39,86,N,6,0,29.91,0.0,Cloudy,2023-02-24 04:51:00
1677217860,44,39,82,NW,10,0,29.93,0.0,Fair,2023-02-24 05:51:00
1677221460,44,35,71,NNW,18,0,29.97,0.0,Fair,2023-02-24 06:51:00
1677225060,43,31,62,NW,17,25,30.01,0.0,Fair,2023-02-24 07:51:00
1677228660,44,29,55,NW,28,35,30.05,0.0,Partly Cloudy / Windy,2023-02-24 08:51:00
1677232260,46,25,44,WNW,22,33,30.09,0.0,Partly Cloudy / Windy,2023-02-24 09:51:00
1677235860,43,25,49,NW,24,33,30.14,0.0,Mostly Cloudy / Windy,2023-02-24 10:51:00
1677239460,42,21,43,NNW,21,30,30.17,0.0,Mostly Cloudy / Windy,2023-02-24 11:51:00
1677243060,42,20,41,NW,21,36,30.18,0.0,Mostly Cloudy / Windy,2023-02-24 12:51:00
1677246660,42,19,40,NNW,28,38,30.2,0.0,Partly Cloudy / Windy,2023-02-24 13:51:00
1677250260,42,15,34,NW,25,38,30.22,0.0,Partly Cloudy / Windy,2023-02-24 14:51:00
1677253860,41,13,32,NNW,26,36,30.26,0.0,Partly Cloudy / Windy,2023-02-24 15:51:00
1677257460,40,14,35,NW,18,29,30.3,0.0,Partly Cloudy,2023-02-24 16:51:00
1677261060,39,14,36,NW,21,38,30.33,0.0,Fair / Windy,2023-02-24 17:51:00
1677264660,36,11,36,NNW,24,36,30.38,0.0,Fair / Windy,2023-02-24 18:51:00
1677268260,34,10,37,NNW,21,29,30.43,0.0,Fair / Windy,2023-02-24 19:51:00
1677271860,33,9,37,NNW,16,29,30.47,0.0,Fair,2023-02-24 20:51:00
1677275460,31,8,38,NW,22,29,30.51,0.0,Fair / Windy,2023-02-24 21:51:00
1677279060,30,8,40,NW,21,0,30.53,0.0,Fair / Windy,2023-02-24 22:51:00
1677282660,28,7,41,NW,17,28,30.53,0.0,Fair,2023-02-24 23:51:00
1677286260,30,21,69,E,5,0,30.11,0.0,Fair,2023-02-25 00:51:00
1677289860,26,8,47,NW,18,22,30.55,0.0,Fair,2023-02-25 01:51:00
1677293460,25,8,49,NNW,14,0,30.54,0.0,Fair,2023-02-25 02:51:00
1677297060,24,7,48,N,10,0,30.52,0.0,Partly Cloudy,2023-02-25 03:51:00
1677300660,24,7,48,NNW,12,0,30.51,0.0,Mostly Cloudy,2023-02-25 04:51:00
1677304260,24,8,51,N,6,0,30.51,0.0,Cloudy,2023-02-25 05:51:00
1677307860,24,6,46,NNE,6,0,30.5,0.0,Cloudy,2023-02-25 06:51:00
1677311460,24,9,53,NE,7,0,30.5,0.0,Cloudy,2023-02-25 07:51:00
1677315060,24,7,48,CALM,0,0,30.51,0.0,Cloudy,2023-02-25 08:51:00
1677318660,26,7,44,VAR,5,0,30.5,0.0,Cloudy,2023-02-25 09:51:00
1677322260,26,7,44,ENE,5,0,30.46,0.0,Cloudy,2023-02-25 10:51:00
1677325680,27,9,47,ENE,5,0,30.46,0.0,Light Snow,2023-02-25 11:48:00
1677325860,26,8,47,ENE,5,0,30.46,0.0,Light Snow,2023-02-25 11:51:00
1677328680,27,10,49,ESE,7,0,30.41,0.0,Cloudy,2023-02-25 12:38:00
1677329460,27,8,45,VAR,5,0,30.41,0.0,Cloudy,2023-02-25 12:51:00
1677333060,27,13,56,VAR,3,0,30.37,0.0,Cloudy,2023-02-25 13:51:00
1677336660,29,10,45,,0,0,30.31,0.0,Cloudy,2023-02-25 14:51:00
1677340260,30,13,49,SSE,14,0,30.28,0.0,Cloudy,2023-02-25 15:51:00
1677343860,30,15,54,SE,10,0,30.21,0.0,Mostly Cloudy,2023-02-25 16:51:00
1677347460,30,17,59,S,9,0,30.2,0.0,Mostly Cloudy,2023-02-25 17:51:00
1677349500,31,19,61,S,7,0,30.2,0.0,Mostly Cloudy,2023-02-25 18:25:00
1677351060,31,19,61,S,7,0,30.2,0.0,Cloudy,2023-02-25 18:51:00
1677354660,32,21,64,SSE,7,0,30.19,0.0,Cloudy,2023-02-25 19:51:00
1677357780,33,22,64,SSW,8,0,30.16,0.0,Cloudy,2023-02-25 20:43:00
1677358260,33,21,61,SW,6,0,30.16,0.0,Mostly Cloudy,2023-02-25 20:51:00
