grid_code,min_lon,max_lon,min_lat,max_lat,intersects_manhattan,has_sensor,sensor_list
14@16,-73.90353,-73.89353,40.8129165,40.8229165,False,False,[]
14@17,-73.90353,-73.89353,40.822916500000005,40.8329165,False,False,[]
14@18,-73.90353,-73.89353,40.8329165,40.8429165,False,True,[172111]
14@19,-73.90353,-73.89353,40.8429165,40.8529165,False,False,[]
14@20,-73.90353,-73.89353,40.852916500000006,40.862916500000004,False,False,[]
14@21,-73.90353,-73.89353,40.862916500000004,40.8729165,False,False,[]
14@22,-73.90353,-73.89353,40.8729165,40.8829165,False,False,[]
14@23,-73.90353,-73.89353,40.8829165,40.8929165,False,False,[]
14@24,-73.90353,-73.89353,40.892916500000005,40.9029165,False,False,[]
15@0,-73.89353,-73.88353,40.6529165,40.6629165,False,False,[]
15@1,-73.89353,-73.88353,40.6629165,40.6729165,False,False,[]
15@2,-73.89353,-73.88353,40.67291650000001,40.682916500000005,False,False,[]
15@3,-73.89353,-73.88353,40.682916500000005,40.6929165,False,False,[]
15@4,-73.89353,-73.88353,40.6929165,40.7029165,False,False,[]
15@5,-73.89353,-73.88353,40.7029165,40.7129165,False,False,[]
15@6,-73.89353,-73.88353,40.712916500000006,40.722916500000004,False,False,[]
15@7,-73.89353,-73.88353,40.722916500000004,40.7329165,False,False,[]
15@8,-73.89353,-73.88353,40.7329165,40.7429165,False,False,[]
15@9,-73.89353,-73.88353,40.74291650000001,40.752916500000005,False,False,[]
15@10,-73.89353,-73.88353,40.752916500000005,40.7629165,False,False,[]
15@11,-73.89353,-73.88353,40.7629165,40.7729165,False,False,[]
15@12,-73.89353,-73.88353,40.7729165,40.7829165,False,False,[]
15@13,-73.89353,-73.88353,40.782916500000006,40.792916500000004,False,False,[]
15@14,-73.89353,-73.88353,40.792916500000004,40.8029165,False,False,[]
15@15,-73.89353,-73.88353,40.8029165,40.8129165,False,False,[]
15@16,-73.89353,-73.88353,40.8129165,40.8229165,False,False,[]
15@17,-73.89353,-73.88353,40.822916500000005,40.8329165,False,False,[]
15@18,-73.89353,-73.88353,40.8329165,40.8429165,False,False,[]
15@19,-73.89353,-73.88353,40.8429165,40.8529165,False,False,[]
15@20,-73.89353,-73.88353,40.852916500000006,40.862916500000004,False,True,"[92171, 90269]"
15@21,-73.89353,-73.88353,40.862916500000004,40.8729165,False,False,[]
15@22,-73.89353,-73.88353,40.8729165,40.8829165,False,True,[174933]
15@23,-73.89353,-73.88353,40.8829165,40.8929165,False,False,[]
15@24,-73.89353,-73.88353,40.892916500000005,40.9029165,False,False,[]
